# Program:featureCounts v1.6.0; Command:"/home/classadmin/mat/software/subread-1.6.0-Linux-x86_64/bin/featureCounts" "-a" "/home/classadmin/mat/referenceGenomes/S_cerevisiae//Saccharomyces_cerevisiae.R64-1-1.81.gtf" "-o" "featCounts_genes.txt" "/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam" "/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/classadmin/mat/precomputed/results_alignment/SNF2_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/SNF2_5_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_1_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_2_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_3_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_4_Aligned.sortedByCoord.out.bam	/home/classadmin/mat/precomputed/results_alignment/WT_5_Aligned.sortedByCoord.out.bam
YER050C	V	253971	254387	-	417	807	567	524	838	523	311	537	514	668	505
YER051W	V	254656	256134	+	1479	380	224	271	404	226	136	257	218	311	217
YER052C	V	256375	257958	-	1584	1797	1466	1401	1588	1232	1571	1664	1622	2558	1532
YER053C	V	258737	259639	-	903	1150	980	1090	1152	907	1570	1768	1793	2917	1743
YER053C-A	V	260933	261046	-	114	12	2	6	7	3	2	4	3	7	3
YER054C	V	262052	263698	-	1647	762	523	470	746	466	405	224	457	607	261
YER055C	V	264892	265785	-	894	2584	2433	2580	2873	2162	3139	3147	2960	5084	3199
YER056C	V	266512	268113	-	1602	1521	1470	1520	1510	1174	2614	2766	1844	4172	2478
YER056C-A	V;V	269423;270149	269751;270185	-;-	366	4734	3795	3805	4894	3536	2754	4486	3301	5492	4469
YER057C	V	270737	271126	-	390	2347	2146	1784	2417	1888	1292	1608	1337	2261	1595
YER058W	V	271768	272091	+	324	455	382	334	463	325	225	225	232	406	247
YER059W	V	272624	273886	+	1263	1168	835	813	1141	688	405	685	563	849	590
YER060W	V	274567	276153	+	1587	710	589	589	790	481	412	523	417	768	519
YER060W-A	V	276572	278164	+	1593	124	115	126	130	72	99	115	78	149	112
YER061C	V	278298	279626	-	1329	433	467	451	428	401	384	308	275	629	302
YER062C	V	279930	280682	-	753	1744	1559	1508	1692	1293	1482	1108	1386	2362	935
YER063W	V	281710	282366	+	657	2011	1345	1688	2086	1251	547	922	921	1171	785
YER064C	V	282705	284222	-	1518	1680	1321	1245	1374	1144	1452	1518	1526	2630	1581
YER065C	V	285241	286914	-	1674	1512	1027	876	1282	800	523	715	639	956	713
tS(UGA)E	V	288443	288524	-	82	4	2	2	1	1	1	1	1	4	4
YER066W	V	290242	290799	+	558	335	241	238	318	216	127	189	183	272	190
YER066C-A	V	291703	292203	-	501	285	161	113	254	114	148	282	350	462	221
YER067W	V	292066	292551	+	486	0	0	0	0	0	0	0	0	0	0
YER067C-A	V	292240	292563	-	324	40	25	19	27	19	64	78	104	161	68
YER068W	V	293050	294813	+	1764	1342	978	941	1369	794	570	819	628	1023	844
YER068C-A	V	295301	295732	-	432	3	1	3	6	0	1	1	2	2	1
YER069W	V	295410	298001	+	2592	754	690	770	773	661	456	264	311	539	295
YER070W	V	298950	301616	+	2667	755	631	665	767	550	700	999	624	807	1212
YER071C	V	301947	302327	-	381	228	150	162	242	146	61	128	135	198	117
YER072W	V	302806	303195	+	390	2111	1861	1783	2244	1573	2644	3156	2856	4355	3151
YER073W	V	304030	305592	+	1563	3588	3453	3746	3374	2675	3636	3079	3306	5430	2650
YER074W	V;V	306323;306792	306325;307196	+;+	408	8989	8194	7929	10254	6784	5416	8035	5941	9960	8820
YER074W-A	V;V;V	307653;307849;308068	307746;307956;308123	+;+;+	258	822	648	559	926	603	224	455	403	582	409
YER075C	V	308413	311199	-	2787	289	156	203	249	154	105	311	169	202	341
tA(UGC)E	V	312023	312095	-	73	1	2	1	0	0	1	1	1	0	1
YER076C	V	312590	313498	-	909	381	359	317	356	307	240	238	226	392	261
YER076W-A	V	313390	313737	+	348	38	22	26	34	13	14	31	26	34	22
YER077C	V	314534	316600	-	2067	480	359	393	534	311	190	388	320	369	430
YER078C	V	316807	318342	-	1536	956	730	678	983	583	343	495	404	626	519
YER078W-A	V	318646	318810	+	165	22	7	5	12	6	2	7	6	1	3
YER079W	V	318920	319552	+	633	1299	1036	877	1357	848	289	541	519	694	448
YER079C-A	V	319902	320240	-	339	1	0	0	0	0	0	0	1	0	1
YER080W	V	319963	321846	+	1884	1763	1401	1437	1900	1120	595	888	791	1176	846
SRG1	V	322212	322762	+	551	216	127	118	225	118	97	279	309	395	285
YER081W	V	322686	324095	+	1410	10254	10012	10345	10299	8366	581	784	654	903	936
YER082C	V	324272	325936	-	1665	481	350	402	519	275	347	669	334	496	760
YER083C	V	326174	327031	-	858	1650	1325	1112	1664	1184	714	875	741	1171	868
YER084W	V	327065	327451	+	387	104	71	53	113	64	22	27	15	35	29
YER084W-A	V	327598	328110	+	513	3	1	1	2	3	2	0	2	1	2
YER085C	V	327619	328140	-	522	1	0	1	0	1	0	0	0	1	0
YER086W	V	328477	330207	+	1731	3085	2518	2611	2957	2005	1804	2519	1821	3043	2539
YER087W	V	330576	332306	+	1731	243	190	175	239	155	131	160	109	197	158
YER087C-A	V	331817	332368	-	552	34	25	17	32	19	13	19	18	28	17
YER087C-B	V	332582	332830	-	249	1084	854	875	1161	812	400	837	688	894	755
YER088C	V	333176	335188	-	2013	6329	6255	5178	7017	4330	2740	2962	2483	4383	2775
YER088C-A	V	335696	336019	-	324	117	114	135	177	97	81	78	71	97	99
YER088W-B	V	335927	336073	+	147	0	0	0	0	0	0	0	0	0	0
YER089C	V	335946	337340	-	1395	2093	2022	1985	2334	1410	1536	1259	1116	1809	1367
YER090W	V	337949	339472	+	1524	2239	2107	2158	2590	1813	1267	1469	1166	1989	1529
YER090C-A	V	338322	338411	-	90	0	0	0	0	0	0	0	0	0	0
YER091C	V	339864	342167	-	2304	9286	7722	8234	8708	6655	4745	1659	1992	5111	1672
YER091C-A	V	342390	342611	-	222	1	4	2	4	5	0	1	1	1	1
YER092W	V	342855	343232	+	378	766	672	665	695	615	260	359	318	506	382
YER093C	V	343320	347612	-	4293	721	607	687	811	426	302	529	374	575	509
YER093C-A	V;V	347912;348277	348201;348400	-;-	414	331	227	213	313	177	98	153	142	238	147
YER094C	V	348729	349346	-	618	4226	3693	3892	4101	2789	2434	2269	2196	3519	2359
YER095W	V	349980	351182	+	1203	2066	1647	1689	1958	1278	909	770	775	1159	741
YER096W	V	351698	353236	+	1539	74	76	58	90	51	25	33	27	42	34
tE(UUC)E2	V	354934	355005	+	72	0	0	0	0	0	0	0	0	2	0
YER097W	V	355140	355469	+	330	12	4	5	27	7	2	13	7	17	7
YER098W	V	355466	357730	+	2265	874	672	751	928	505	303	420	395	574	363
YER099C	V	358105	359061	-	957	965	773	767	975	614	492	707	582	818	773
YER100W	V	359562	360314	+	753	1122	749	898	1124	747	477	902	730	977	867
YER101C	V	360502	361794	-	1293	263	212	222	276	180	114	188	155	236	154
YER102W	V	363100	363702	+	603	2948	2234	2143	3300	1916	1605	3281	2353	3341	3155
YER103W	V	364589	366517	+	1929	685	519	554	665	378	368	469	415	714	431
YER104W	V	366802	367428	+	627	183	142	150	184	131	62	91	89	143	109
YER105C	V	367838	372013	-	4176	1192	993	1084	1339	699	549	1010	804	1076	990
YER106W	V	372326	373234	+	909	10	7	12	10	4	8	7	5	11	7
YER107C	V	373448	374545	-	1098	1200	936	818	1145	710	604	870	638	952	863
YER107W-A	V	374394	374714	+	321	50	43	35	54	33	28	59	39	48	52
YER109C	V	375215	377614	-	2400	816	576	625	831	494	280	438	318	479	474
YER110C	V	378762	382103	-	3342	1859	1554	1622	2017	1123	1154	2619	1519	2358	2818
YER111C	V	382595	385876	-	3282	622	450	476	816	339	166	249	212	310	217
YER112W	V	387232	387795	+	564	1215	852	620	1373	785	455	878	642	973	795
YER113C	V	387932	390052	-	2121	754	536	544	749	417	312	556	423	630	468
YER114C	V	390590	393712	-	3123	1206	1086	1126	1350	686	557	796	565	874	734
YER115C	V	394292	394867	-	576	460	333	409	472	314	184	349	267	425	316
YER116C	V	395348	396172	-	825	552	465	434	532	363	284	341	267	409	337
YER117W	V;V	396769;397282	396810;397653	+;+	414	10086	8418	8549	10571	7423	5624	9055	6572	10943	9411
YER118C	V	397952	399055	-	1104	1023	858	831	1135	738	411	726	506	815	723
YER119C	V	399496	400842	-	1347	1484	1242	1075	1460	998	648	599	589	1044	482
YER119C-A	V	400867	401238	-	372	14	21	18	19	16	9	11	15	14	11
YER120W	V	401135	401869	+	735	3042	2434	2809	3130	1881	1456	1798	1580	2300	1695
YER121W	V	402375	402719	+	345	211	144	103	178	126	98	87	113	159	73
YER122C	V	402871	404352	-	1482	2260	1750	1875	2483	1371	1129	1973	1592	2080	1959
YER123W	V	404813	406387	+	1575	699	503	520	696	383	296	560	397	568	535
YER124C	V	407342	409063	-	1722	434	426	407	455	250	730	1118	943	1350	947
YER125W	V	410189	412618	+	2430	2517	1703	2183	2508	1414	1423	1824	1528	2200	1596
YER126C	V	413394	414179	-	786	545	456	591	706	407	391	979	505	735	1108
YER127W	V	414481	415554	+	1074	190	145	181	211	164	169	389	173	263	415
YER128W	V	415859	416470	+	612	103	76	89	89	86	40	86	52	80	65
YER129W	V	417281	420709	+	3429	1311	1041	1026	1402	781	566	893	661	946	971
YER130C	V	421115	422446	-	1332	656	474	488	681	407	351	716	462	718	600
YER131W	V	423952	424311	+	360	7967	6106	6645	8023	5443	5354	9105	6394	10054	9526
snR4	V	424698	424883	+	186	102	62	59	93	76	44	108	104	118	95
YER132C	V	425188	430449	-	5262	524	359	419	548	331	221	445	294	423	447
snR52	V	431129	431220	-	92	4	2	2	4	0	1	2	1	3	1
YER133W	V;V	432495;433197	432671;433958	+;+	939	3260	2320	2564	3624	1733	1023	2223	1800	2566	2053
tH(GUG)E2	V	434541	434612	-	72	1	2	1	1	1	1	3	3	7	1
tK(CUU)E2	V	435752	435824	-	73	0	0	0	0	0	0	0	0	0	0
YER133W-A	V	437191	437532	+	342	62	51	39	63	42	32	37	43	71	32
YER134C	V	437267	437803	-	537	250	198	175	226	190	143	195	136	256	171
YER135C	V	437952	438344	-	393	16	7	9	16	12	5	6	12	17	16
tV(AAC)E1	V	438700	438773	+	74	0	0	0	0	0	0	0	0	0	0
YER136W	V	439616	440971	+	1356	4257	3130	3147	4763	2391	1607	2257	1985	2863	2074
YER137C	V	441373	441819	-	447	32	37	39	43	23	9	32	16	19	23
YER137W-A	V	441575	441880	+	306	1	2	0	0	2	0	0	0	0	0
SCR1	V	441987	442508	+	522	119	125	150	270	1156	149	167	476	198	386
tI(AAU)E1	V	443202	443275	-	74	0	1	1	1	0	0	0	0	0	1
YER138C	V;V	443756;447723	447721;449024	-;-	5268	0	0	0	0	0	0	0	0	0	0
YER137C-A	V	447702	449024	-	1323	0	0	0	0	0	0	0	0	0	0
YER138W-A	V	449474	449578	+	105	3	2	3	9	4	8	23	23	39	28
YER139C	V	450563	451243	-	681	217	169	182	223	103	76	123	91	164	119
YER140W	V	451565	453235	+	1671	509	432	436	565	331	174	385	245	369	381
YER141W	V	453459	454919	+	1461	1830	1463	1410	2038	1047	961	1254	1112	1653	1180
YER142C	V	455146	456036	-	891	704	479	508	833	374	191	307	373	453	256
YER143W	V	456319	457605	+	1287	1265	1104	1005	1284	845	676	857	857	1150	697
YER144C	V	457806	460223	-	2418	1187	1222	1138	1428	849	574	1005	666	1221	813
YER145C	V	460526	461740	-	1215	4998	4380	4664	5160	3742	1520	2959	2025	2544	2825
YER145C-A	V	462386	462823	-	438	33	6	15	18	19	12	14	16	20	18
YER146W	V	462585	462866	+	282	160	127	137	152	110	39	74	54	79	67
YER147C	V	462968	464842	-	1875	703	617	575	698	419	302	372	290	406	389
YER147C-A	V	465203	465613	-	411	119	88	96	147	81	44	117	86	133	122
YER148W	V	465303	466025	+	723	794	610	685	993	509	269	675	504	704	630
YER148W-A	V	466185	466763	+	579	5	1	2	5	4	0	2	8	7	4
YER149C	V	466208	467470	-	1263	109	110	89	99	67	51	94	54	104	101
YER150W	V	468370	468816	+	447	669	541	438	583	435	1135	664	663	2287	621
tV(AAC)E2	V	469457	469530	+	74	1	0	1	0	0	0	0	1	0	1
YER151C	V	469686	472424	-	2739	1106	846	1024	1239	739	525	990	679	974	1058
YER152C	V	472657	473988	-	1332	1615	1599	1609	1714	1188	895	675	580	1194	693
YER152W-A	V	473485	474051	+	567	0	0	2	0	0	1	1	0	0	1
YER153C	V	474041	474805	-	765	215	195	182	194	108	148	130	78	176	131
YER154W	V	475020	476228	+	1209	1470	1062	1037	1475	895	716	932	785	1233	808
YER155C	V	476345	482848	-	6504	2270	1854	2021	2590	1430	917	1624	1289	1723	1436
YER156C	V	483325	484341	-	1017	1679	1278	1286	1656	991	1090	1864	1330	1840	2034
YER157W	V	484788	487193	+	2406	561	388	365	525	295	156	409	252	378	346
tE(UUC)E3	V	487331	487402	-	72	0	0	0	0	0	0	0	0	0	0
YER158C	V	488857	490578	-	1722	628	457	433	633	365	196	468	293	411	404
YER158W-A	V	491487	491702	+	216	47	30	29	52	47	20	41	33	61	32
YER159C	V	491530	491958	-	429	621	475	482	752	461	471	547	474	849	567
tR(ACG)E	V	492352	492424	-	73	0	0	0	0	0	0	0	0	0	0
YER160C	V;V	492856;496823	496821;498124	-;-	5268	0	0	0	0	0	1	0	0	0	0
YER159C-A	V	496802	498124	-	1323	0	0	0	0	0	0	0	0	0	0
YER161C	V	499347	500348	-	1002	1188	933	1129	1403	778	495	928	695	890	922
YER162C	V	500630	502894	-	2265	1102	881	895	1246	644	413	526	442	728	514
YER163C	V	503084	503782	-	699	1105	998	912	1107	798	587	504	552	807	468
YER164W	V	505392	509798	+	4407	1706	1270	1381	1982	938	683	1016	793	1183	1001
YER165W	V	510373	512106	+	1734	6254	5155	5499	6750	4141	3906	5862	4034	6530	5868
YER165C-A	V	512627	512983	-	357	10	3	1	8	0	1	4	3	5	5
YER166W	V	512744	517459	+	4716	2113	1807	1852	2297	1472	1146	1304	1142	1698	1306
YER167W	V	518216	520771	+	2556	1457	1095	994	1357	818	550	849	643	972	776
YER168C	V	521029	522669	-	1641	550	359	412	573	349	207	411	300	426	432
YER169W	V	523369	525759	+	2391	747	472	486	695	372	355	593	409	629	571
YER170W	V	525974	526651	+	678	338	239	232	337	210	153	167	175	260	148
YER171W	V	527082	529418	+	2337	540	408	481	568	372	266	648	448	466	578
YER172C	V	529530	536021	-	6492	973	796	836	1106	626	459	938	636	924	920
YER172C-A	V	536275	536655	-	381	0	0	0	0	0	0	0	0	0	0
YER173W	V	536300	538279	+	1980	394	274	318	408	268	130	236	185	260	264
YER174C	V	538434	539168	-	735	668	451	492	660	365	322	488	484	732	479
YER175C	V	539464	540363	-	900	357	262	323	348	231	187	222	218	379	183
YER175W-A	V	540650	540814	+	165	21	17	18	15	20	3	29	12	29	12
YER176W	V	541690	545055	+	3366	1277	1026	1110	1278	848	530	882	700	1036	827
YER177W	V	545611	546414	+	804	13668	12258	12566	14301	9573	7487	8086	7491	12661	7638
YER178W	V	546817	548079	+	1263	7787	6955	6762	7967	5119	3625	4004	3662	5623	3819
YER179W	V;V	548421;548645	548552;549517	+;+	1005	275	209	157	274	167	114	146	152	212	130
YER180C	V	549724	550527	-	804	391	247	268	415	230	128	259	239	310	250
YER180C-A	V	550865	551122	-	258	71	53	68	73	38	40	83	52	82	80
tI(AAU)E2	V	551285	551358	-	74	0	0	0	0	1	0	0	1	0	1
YER181C	V	551473	551796	-	324	6	6	4	2	11	5	12	5	5	5
YER182W	V	552525	553259	+	735	572	414	361	528	303	277	431	416	547	387
YER183C	V	553334	553969	-	636	575	424	427	562	351	219	356	304	455	304
YER184C	V	556296	558680	-	2385	262	299	294	280	192	178	187	149	355	185
YER185W	V	559454	560365	+	912	79	37	52	77	34	25	42	30	71	31
YER186C	V	561705	562625	-	921	610	451	457	658	357	267	465	374	585	444
YER187W	V	566230	566655	+	426	325	203	193	300	194	93	101	81	136	152
YER188W	V	568040	568759	+	720	225	207	174	183	169	114	124	84	178	152
YER188C-A	V	569608	569907	-	300	17	22	9	24	12	7	5	7	15	10
YER189W	V	571155	571523	+	369	0	0	0	0	0	0	0	0	0	0
YER190W	V	571480	576525	+	5046	5	4	3	5	0	6	1	1	6	4
YER190C-A	V	574804	575379	-	576	0	0	0	0	0	0	0	0	0	0
YER190C-B	V	575680	576162	-	483	0	0	0	0	0	0	0	0	0	0
YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	124	115	94	115	77	29	45	25	54	35
YHL050W-A	VIII	811	1293	+	483	0	0	0	0	0	0	0	0	0	0
YHL049C	VIII	3726	4541	-	816	0	0	0	0	0	0	0	0	0	0
YHL048C-A	VIII	5663	5797	-	135	3	1	1	2	1	1	2	1	0	0
YHL048W	VIII	6401	7546	+	1146	798	594	680	839	531	155	306	307	474	223
YHL047C	VIII	8351	10213	-	1863	1036	809	824	974	645	1725	2188	1672	2874	1979
YHL046W-A	VIII	9981	10307	+	327	15	10	11	7	12	8	13	9	13	16
YHL046C	VIII	11923	12285	-	363	2	4	5	9	5	6	5	6	6	4
YHL045W	VIII	12502	12849	+	348	5	7	5	8	7	4	8	2	14	1
YHL044W	VIII	13565	14272	+	708	247	174	153	278	181	94	150	122	181	126
YHL043W	VIII	14901	15413	+	513	191	125	147	176	102	53	110	99	133	93
YHL042W	VIII	15667	16119	+	453	62	41	59	64	35	16	34	34	44	40
YHL041W	VIII	17392	17841	+	450	3	4	6	7	3	4	6	1	2	3
YHL040C	VIII	19088	20971	-	1884	423	430	373	399	284	414	536	399	627	521
YHL039W	VIII	21783	23540	+	1758	505	320	333	520	227	200	580	399	476	567
YHL038C	VIII	23617	25509	-	1893	303	287	274	394	218	118	186	156	221	183
YHL037C	VIII	25778	26179	-	402	24	20	21	48	32	5	12	11	17	7
YHL036W	VIII	26241	27881	+	1641	354	275	254	366	240	402	316	247	861	345
YHL035C	VIII	27978	32756	-	4779	804	691	680	847	546	623	1035	981	1270	888
YHL034W-A	VIII	33176	33637	+	462	134	98	88	125	69	28	63	59	83	54
YHL034C	VIII	33193	34077	-	885	3068	2860	2893	3400	2008	1726	1958	1733	2658	1930
YHL033C	VIII	35255	36025	-	771	6654	6246	6341	6446	5127	5079	7063	4907	9041	7483
YHL032C	VIII	36379	38508	-	2130	2622	1885	1798	2355	1401	1129	1194	1096	1582	1152
YHL031C	VIII	38815	39486	-	672	277	247	258	307	240	123	126	163	214	136
YHL030W-A	VIII	39074	39535	+	462	1	1	0	0	1	1	3	0	0	0
YHL030W	VIII	40084	45690	+	5607	1618	1368	1481	1780	1082	728	1073	914	1300	939
YHL029C	VIII	45929	47968	-	2040	703	490	502	580	438	241	479	251	421	485
YHL028W	VIII	48763	50580	+	1818	683	530	362	645	358	285	324	261	383	342
YHL027W	VIII	51111	52988	+	1878	2218	1968	1847	2173	1590	1138	1350	991	1760	1302
YHL026C	VIII	53219	54166	-	948	347	271	235	312	228	129	256	135	240	254
YHL025W	VIII	54851	55849	+	999	2828	2618	2380	2785	2207	1211	1165	1065	1809	1424
YHL024W	VIII	56649	58790	+	2142	398	326	290	403	271	198	277	218	353	253
YHL023C	VIII	59123	62563	-	3441	1056	776	825	1159	661	293	530	412	689	527
tH(GUG)H	VIII	62755	62826	+	72	0	0	1	0	0	0	1	0	0	0
YHL022C	VIII	62961	64157	-	1197	40	35	29	45	26	12	35	22	34	28
YHL021C	VIII	64462	65859	-	1398	1568	1227	1072	1652	832	2331	2056	2786	4806	1277
YHL020C	VIII	66242	67456	-	1215	2777	2172	2044	2687	1628	755	1041	704	1089	1150
YHL019W-A	VIII	67711	68304	+	594	7	4	6	7	6	6	3	8	5	7
YHL019C	VIII	67731	69548	-	1818	496	367	391	519	287	259	340	271	409	310
YHL018W	VIII	69708	70070	+	363	26	26	23	36	13	34	24	18	25	15
YHL017W	VIII	70276	71874	+	1599	998	963	888	1124	676	596	726	544	986	709
YHL016C	VIII	72037	74244	-	2208	289	219	202	325	128	102	137	106	154	137
YHL015W-A	VIII	74699	74782	+	84	30	21	18	30	25	3	5	4	12	5
YHL015W	VIII	75412	75777	+	366	20995	18385	16693	22009	14102	10455	18716	13672	22315	20816
YHL014C	VIII	76097	77314	-	1218	391	255	245	359	204	116	312	235	323	249
YHL013C	VIII	77430	78353	-	924	418	326	334	435	232	138	292	226	334	303
YHL012W	VIII	78936	80417	+	1482	53	41	47	62	46	29	138	61	68	130
YHL011C	VIII	80654	81616	-	963	1014	1022	1115	1246	781	838	1361	910	1489	1439
YHL010C	VIII	81964	83721	-	1758	534	449	520	661	346	264	332	297	459	292
YHL009C	VIII	84068	85060	-	993	473	360	391	411	261	172	293	245	363	255
tV(AAC)H	VIII	85298	85371	-	74	0	0	0	0	0	0	0	0	0	0
YHL009W-B	VIII;VIII	85909;86996	86994;91318	+;+	5409	1	1	0	0	0	0	0	0	1	0
YHL009W-A	VIII	85909	87150	+	1242	0	0	0	0	0	0	0	0	0	0
YHL008C	VIII	92627	94510	-	1884	794	673	697	986	476	341	546	432	655	522
YHL007C	VIII	95118	97937	-	2820	1368	1062	1190	1512	915	639	1194	701	1097	1084
YHL006W-A	VIII	97732	98085	+	354	55	31	29	42	42	15	34	19	23	38
YHL006C	VIII	98343	98795	-	453	214	156	147	208	158	96	100	85	148	112
YHL005C	VIII	98828	99220	-	393	41	24	14	32	20	22	34	31	42	52
YHL004W	VIII	99219	100403	+	1185	979	730	614	841	611	563	779	618	931	771
YHL003C	VIII	100648	101883	-	1236	1501	1118	1179	1560	872	662	1146	853	1351	1060
YHL002C-A	VIII	102587	103075	-	489	0	0	1	1	1	2	0	1	1	1
YHL002W	VIII	102612	103970	+	1359	1063	848	748	1102	785	456	666	597	916	598
YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	2781	2117	2179	2348	2157	1427	3031	2085	3231	3056
YHR001W	VIII	106055	107368	+	1314	696	546	627	813	428	254	425	342	551	353
YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	484	438	302	544	321	177	219	288	345	195
YHR002W	VIII	108812	109885	+	1074	484	349	349	504	264	111	260	203	274	196
YHR003C	VIII	110028	111317	-	1290	491	438	502	566	321	257	425	305	431	387
YHR004C	VIII	111754	113094	-	1341	1311	929	924	1383	727	462	739	641	846	752
YHR005C	VIII	113499	114917	-	1419	686	633	661	738	459	358	653	437	606	632
YHR005C-A	VIII	115620	115901	-	282	2044	1439	1366	2186	1316	930	1666	1437	1885	1563
tT(AGU)H	VIII	116107	116179	-	73	0	0	0	1	0	0	0	0	0	1
YHR006W	VIII	117814	119439	+	1626	1974	1321	1195	1828	1028	550	868	709	1048	853
YHR007C	VIII	120091	121683	-	1593	4506	3939	4074	4855	3161	3475	6503	3832	6073	6531
YHR007C-A	VIII	122550	122765	-	216	112	78	71	131	68	10	19	20	18	17
YHR008C	VIII	122889	123590	-	702	4398	3920	3541	4501	3211	1881	2068	2132	3356	2015
YHR009C	VIII	124109	125680	-	1572	2078	1829	1841	2248	1412	1030	1336	1179	1884	1254
YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	12444	12454	10793	14096	8820	7656	10115	7354	12729	11890
YHR011W	VIII	127780	129120	+	1341	300	229	289	345	243	147	217	191	285	196
YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	1041	982	1003	1151	792	511	588	477	789	580
YHR013C	VIII	130730	131446	-	717	1052	992	998	1136	714	541	717	598	950	796
YHR014W	VIII	132047	132922	+	876	61	37	38	57	31	9	28	27	29	22
tS(AGA)H	VIII	133026	133107	-	82	0	0	0	1	0	0	1	1	0	0
tQ(UUG)H	VIII	134321	134392	+	72	0	1	0	1	0	0	1	0	0	1
YHR015W	VIII	134554	136533	+	1980	32	10	10	25	12	5	17	15	20	11
YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	1742	1497	1456	1887	1160	876	882	914	1328	757
YHR017W	VIII	138694	139851	+	1158	882	687	659	983	499	260	508	497	590	373
YHR018C	VIII	140011	141402	-	1392	3317	3068	3228	3103	2578	2671	1044	1801	3832	966
YHR019C	VIII	141894	143558	-	1665	7125	6803	7107	7347	5215	4849	5920	4328	7449	6072
YHR020W	VIII	143996	146062	+	2067	3258	2968	3116	3491	2203	1980	3022	2049	3442	3184
tA(AGC)H	VIII	146242	146314	-	73	3	0	0	2	1	0	0	0	1	1
YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	6785	6251	5358	7610	5702	3820	6604	4984	8284	6633
YHR021W-A	VIII	149225	149680	+	456	14	8	14	17	7	5	10	14	17	12
YHR022C	VIII	149575	150345	-	771	67	54	58	66	55	27	80	59	82	75
YHR022C-A	VIII	151217	151306	-	90	2	1	0	3	4	1	1	1	6	2
YHR023W	VIII	151666	157452	+	5787	632	511	664	907	366	253	474	372	409	445
YHR024C	VIII	157744	159192	-	1449	1222	1009	1147	1194	914	771	985	853	1291	982
YHR025W	VIII	159438	160511	+	1074	2576	2654	2613	2849	2042	2248	2066	1574	2958	2156
YHR026W	VIII	160844	161485	+	642	4479	3408	3600	4562	3065	1471	2639	2191	3370	2637
YHR027C	VIII	161730	164711	-	2982	4716	4642	4874	5637	3065	2995	3208	2617	4347	3103
YHR028C	VIII	164978	167434	-	2457	2577	2251	2198	2774	1609	998	1228	1120	1838	1133
YHR028W-A	VIII	167352	167672	+	321	4	5	2	7	4	1	2	2	3	1
YHR029C	VIII	167677	168561	-	885	619	464	439	593	378	223	342	313	492	286
YHR030C	VIII	168890	170344	-	1455	2617	1987	1942	2473	1559	2081	2788	2763	4398	2476
YHR031C	VIII	170799	172970	-	2172	339	260	251	378	187	157	321	231	260	340
YHR032W	VIII	173344	175089	+	1746	1202	1114	1030	1134	750	889	1273	793	1352	1446
YHR032W-A	VIII	175195	175374	+	180	94	82	129	95	76	72	88	56	96	122
YHR032C-A	VIII	175275	175394	-	120	16	18	13	20	18	10	16	14	12	15
YHR033W	VIII	175548	176819	+	1272	196	183	179	210	129	164	196	178	208	256
YHR034C	VIII	176965	177999	-	1035	563	405	394	549	334	206	239	222	300	251
YHR035W	VIII	178219	180111	+	1893	133	86	98	121	88	71	122	92	135	127
YHR036W	VIII	180345	181760	+	1416	382	301	264	387	244	116	273	162	218	247
YHR037W	VIII	181977	183704	+	1728	1395	930	1017	1479	753	702	926	866	1285	836
YHR038W	VIII	184066	184758	+	693	293	168	181	254	155	88	188	222	252	188
